Article Date,Advisor Name,Stock Name,Company Code,Call,Price on Article Day,Target Price,Today's Price,Time to reach target,Arbitrage %,Today P/L %,Article URL
2024-07-26 15:51:00,Motilal Oswal,The Ramco Cements,RAMCOCEM,Neutral,777.8,890,,,,,https://www.moneycontrol.com/news/business/neutral-the-ramco-cements-target-of-rs-890-motilal-oswal-12779457.html
2024-07-26 15:51:00,Motilal Oswal,Hitachi Energy,POWERINDIA,Neutral,11190.35,12000,1172.45,Not reached yet.,12.948769665187577,-5.4094392900363015,https://www.moneycontrol.com/news/business/neutral-hitachi-energy-target-of-rs-12000-motilal-oswal-12779453.html
2024-07-26 15:51:00,Motilal Oswal,Nestlé India,NESTLEIND,Neutral,2597.85,2500,1172.45,Call type not supported.,-5.203711173860428,-5.4094392900363015,https://www.moneycontrol.com/news/business/neutral-nestle-india-target-of-rs-2500-motilal-oswal-12779456.html
2024-07-26 15:51:00,Motilal Oswal,Mahindra Lifespaces,MAHLIFE,Neutral,597.55,600,15899.2,Call type not supported.,9.356845055020163,44.89052924156472,https://www.moneycontrol.com/news/business/neutral-mahindra-lifespaces-target-of-rs-600-motilal-oswal-12779455.html
2024-07-26 15:51:00,Motilal Oswal,Axis Bank,AXISBANK,Neutral,1292.35,1175,2511.8,Call type not supported.,-1.5651146766414017,-1.100502017915142,https://www.moneycontrol.com/news/business/neutral-axis-bank-target-of-rs-1175-motilal-oswal-2-12779452.html
2024-07-26 15:51:00,Emkay,Axis Bank,AXISBANK,Buy,1292.35,1400,861.55,Call type not supported.,2.5463763106348685,-0.7316511118792515,https://www.moneycontrol.com/news/business/buy-axis-bank-target-of-rs-1400-emkay-12779458.html
2024-07-26 15:51:00,Motilal Oswal,Jyothy Laboratories,,Neutral,,565,508.15,Call type not supported.,-4.8374306106264875,-19.405233941316418,https://www.moneycontrol.com/news/business/neutral-jyothy-laboratories-target-of-rs-565-motilal-oswal-12779454.html
2024-07-26 15:52:00,Emkay,Federal Bank,FEDERALBNK,Buy,191.47,250,187.55,Not reached yet.,39.758497316636856,4.846824686940975,https://www.moneycontrol.com/news/business/buy-federal-bank-target-of-rs-250-emkay-12779459.html
2024-07-26 15:52:00,Emkay,SBI Life,0P0000NREH,Buy,,1900,,,,,https://www.moneycontrol.com/news/business/buy-sbi-life-target-of-rs-1900-emkay-12779460.html
2024-07-29 12:09:00,KR Choksey,Pitti Engineering,PITTIENG,Buy,1113.95,1379,1348.05,39,36.433341578036114,33.37125896611426,https://www.moneycontrol.com/news/business/stocks/buy-pitti-engineering-target-of-rs-1379-kr-choksey-12780797.html
2024-07-29 12:18:00,Geojit Financial Services,Larsen and Toubro,LTOD,Buy,,4179,,,,,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-target-of-rs-4179-geojit-financial-services-12780999.html
2024-07-29 12:31:00,Sharekhan,Intellect Design Arena,INTELLECT,Hold,991.6,1050,899.9,Call type not supported.,-2.3664512529638797,-16.323399507183044,https://www.moneycontrol.com/news/business/stocks/hold-intellect-design-arena-target-of-rs-1050-sharekhan-12781053.html
2024-07-29 12:37:00,Sharekhan,City Union Bank,CUB,Hold,156.91,180,153.9,Call type not supported.,6.996374011769607,-8.518100219936981,https://www.moneycontrol.com/news/business/stocks/hold-city-union-bank-target-of-rs-180-sharekhan-12781065.html
2024-07-29 15:01:00,Geojit Financial Services,Havells India,HAVELLS,Sell,1762.15,1644,1938.5,Not reached yet.,14.234290633069877,-1.1294571823564752,https://www.moneycontrol.com/news/business/stocks/sell-havells-india-target-of-rs-1644-geojit-financial-services-12781249.html
2024-07-30 10:11:00,Sharekhan,Amber Enterprises India,AMBER,Buy,4311.95,5010,5019.85,68,17.529763650225792,17.76083514163393,https://www.moneycontrol.com/news/business/earnings/buy-amber-enterprises-india-target-of-rs-5010-sharekhan-12781844.html
2024-07-30 10:19:00,Sharekhan,Transport Corporation of India,TCI,Buy,964.2,1200,1037.75,Not reached yet.,30.074250718118268,12.48712806893936,https://www.moneycontrol.com/news/business/earnings/buy-transport-corporation-of-india-target-of-rs-1200-sharekhan-12781845.html
2024-07-30 12:06:00,Motilal Oswal,United Breweries,UBL,Sell,2019.9,1800,2085.95,Not reached yet.,8.35497174278295,-6.2038592739677165,https://www.moneycontrol.com/news/business/sell-united-breweries-target-of-rs-1800-motilal-oswal-12782095.html
2024-07-30 12:46:00,Motilal Oswal,AAVAS Financiers,AAVAS,Neutral,1759.25,1800,1718.85,Call type not supported.,-3.7175715431933676,-8.058304359454404,https://www.moneycontrol.com/news/business/neutral-aavas-financiers-target-of-rs-1800-motilal-oswal-12782084.html
2024-07-30 12:47:00,Motilal Oswal,Mphasis,MPHASIS,Neutral,2869.85,2800,846.6,Call type not supported.,2.9429574906140186,2.5311856606515653,https://www.moneycontrol.com/news/business/neutral-mphasis-target-of-rs-2800-motilal-oswal-12782089.html
2024-07-30 12:47:00,Motilal Oswal,Bandhan Bank,0P000125VF,Neutral,,220,72.37,Call type not supported.,0.31423737007493974,-12.53323664491176,https://www.moneycontrol.com/news/business/neutral-bandhan-bank-target-of-rs-220-motilal-oswal-12782085.html
2024-07-30 12:47:00,Motilal Oswal,SBI Cards,SBICARD,Neutral,743.6,770,4693.45,Call type not supported.,4.593104427459249,11.063915378972531,https://www.moneycontrol.com/news/business/neutral-sbi-cards-target-of-rs-770-motilal-oswal-12782091.html
2024-07-30 12:47:00,Motilal Oswal,InterGlobe Aviation,INDIGO,Neutral,4375.8,4420,104.91,Call type not supported.,8.555805725313606,-15.640077195239629,https://www.moneycontrol.com/news/business/neutral-interglobe-aviation-target-of-rs-4420-motilal-oswal-12782088.html
2024-07-30 12:47:00,Motilal Oswal,Punjab National Bank,PNB,Neutral,116.55,135,,,,,https://www.moneycontrol.com/news/business/neutral-punjab-national-bank-target-of-rs-135-motilal-oswal-12782090.html
2024-07-30 12:47:00,Motilal Oswal,IDFC First Bank,IDFCFIRSTB,Neutral,75.66,83,2876.35,Call type not supported.,15.728781334600846,18.88445721134969,https://www.moneycontrol.com/news/business/neutral-idfc-first-bank-target-of-rs-83-motilal-oswal-12782087.html
2024-07-30 12:47:00,Motilal Oswal,DLF,DLF,Neutral,819.4,850,733.75,Call type not supported.,5.191256830601093,0.23907103825136614,https://www.moneycontrol.com/news/business/neutral-dlf-target-of-rs-850-motilal-oswal-3-12782086.html
2024-07-30 12:48:00,Motilal Oswal,Westlife Foodworld,WESTLIFE,Neutral,857.25,775,881.25,Call type not supported.,-8.839616538257951,3.65817796859378,https://www.moneycontrol.com/news/business/neutral-westlife-foodworld-target-of-rs-775-motilal-oswal-2-12782094.html
2024-07-30 12:48:00,Motilal Oswal,Tech Mahindra,TECHM,Neutral,1533.3,1470,1647.05,Call type not supported.,4.0302890909734295,16.559923569583525,https://www.moneycontrol.com/news/business/neutral-tech-mahindra-target-of-rs-1470-motilal-oswal-12782092.html
2024-07-30 12:48:00,Motilal Oswal,Thermax,THERMAX,Neutral,4940.05,4710,5155.25,Call type not supported.,-8.493049551693648,0.1573686408983683,https://www.moneycontrol.com/news/business/neutral-thermax-target-of-rs-4710-motilal-oswal-12782093.html
2024-07-30 22:18:00,Motilal Oswal,Cipla,CIPLA,Buy,1500.05,1830,694.65,Not reached yet.,179.6730392488009,-6.147402553536446,https://www.moneycontrol.com/news/business/buy-cipla-target-of-rs-1830-motilal-oswal-12782624.html
2024-07-30 22:18:00,Motilal Oswal,Ashok Leyland,ASHOKLEY,Buy,232.43,285,690.4,58,10.343792223389878,3.648100885752883,https://www.moneycontrol.com/news/business/buy-ashok-leyland-target-of-rs-285-motilal-oswal-12782622.html
2024-07-30 22:18:00,Motilal Oswal,Home First Finance,HOMEFIRST,Buy,1030.1,1215,6228.1,40,9.278104991252253,14.098066336298103,https://www.moneycontrol.com/news/business/buy-home-first-finance-target-of-rs-1215-motilal-oswal-12782630.html
2024-07-30 22:18:00,Motilal Oswal,ICICI Bank,IBN,Buy,,1400,,,,,https://www.moneycontrol.com/news/business/buy-icici-bank-target-of-rs-1400-motilal-oswal-12782631.html
2024-07-30 22:18:00,Motilal Oswal,Atul,ATUL,Buy,7300.0,9100,72.9,Not reached yet.,11.925111925111924,-25.82417582417582,https://www.moneycontrol.com/news/business/buy-atul-target-of-rs-9100-motilal-oswal-12782623.html
2024-07-30 22:18:00,Motilal Oswal,IndusInd Bank,INDUSINDBK,Buy,1379.1,1700,1216.65,57,19.111808244693893,19.273565021322497,https://www.moneycontrol.com/news/business/buy-indusind-bank-target-of-rs-1700-motilal-oswal-3-12782632.html
2024-07-30 22:18:00,Motilal Oswal,Equitas Small Finance,EQUITASBNK,Buy,88.62,110,7888.8,Not reached yet.,43.602206108616926,24.488910280182115,https://www.moneycontrol.com/news/business/buy-equitas-small-finance-target-of-rs-110-motilal-oswal-2-12782627.html
2024-07-30 22:18:00,Motilal Oswal,Cyient,CYIENTDLM,Buy,771.35,2070,,,,,https://www.moneycontrol.com/news/business/buy-cyient-target-of-rs-2070-motilal-oswal-12782626.html
2024-07-30 22:18:00,Motilal Oswal,Kaynes Technologies,,Buy,,5000,1347.6,Not reached yet.,13.125935784395276,-10.324405257028786,https://www.moneycontrol.com/news/business/buy-kaynes-technologies-target-of-rs-5000-motilal-oswal-12782633.html
2024-07-30 22:18:00,Motilal Oswal,Craftsman Automation,CRAFTSMAN,Buy,5207.55,5965,227.86,Not reached yet.,17.69078295341923,-5.905186653452256,https://www.moneycontrol.com/news/business/buy-craftsman-automation-target-of-rs-5965-motilal-oswal-12782628.html
2024-07-30 22:18:00,Motilal Oswal,AU Small Finance Bank,AUBANK,Buy,631.65,735,1595.75,Not reached yet.,23.5735025997704,7.755419001958262,https://www.moneycontrol.com/news/business/buy-au-small-finance-bank-target-of-rs-735-motilal-oswal-2-12782625.html
2024-07-30 22:19:00,Motilal Oswal,Mankind Pharma,MANKIND,Buy,2144.4,2650,2792.55,60,24.113059972367274,30.78940589654123,https://www.moneycontrol.com/news/business/buy-mankind-pharma-target-of-rs-2650-motilal-oswal-2-12782634.html
2024-07-30 22:19:00,Motilal Oswal,Mahanagar Gas,MGL,Buy,1752.45,2200,1834.0,Not reached yet.,46.33497405880004,21.990155647199675,https://www.moneycontrol.com/news/business/buy-mahanagar-gas-target-of-rs-2200-motilal-oswal-12782635.html
2024-07-30 22:20:00,Motilal Oswal,Maruti Suzuki,MARUTI,Buy,12509.2,14440,12776.65,Not reached yet.,18.567176434363134,4.909370830339728,https://www.moneycontrol.com/news/business/buy-maruti-suzuki-target-of-rs-14440-motilal-oswal-12782636.html
2024-07-31 10:50:00,Prabhudas Lilladher,InterGlobe Aviation,INDIGO,Accumulate,4432.2,4958,4693.45,53,17.44223230253575,11.175725131169099,https://www.moneycontrol.com/news/business/stocks/accumulate-interglobe-aviation-target-of-rs-4958-prabhudas-lilladher-12781295.html
2024-07-31 10:51:00,Prabhudas Lilladher,Ashok Leyland,ASHOKLEY,Accumulate,232.43,261,227.86,38,7.77998017839445,-5.905186653452256,https://www.moneycontrol.com/news/business/stocks/accumulate-ashok-leyland-target-of-rs-261-prabhudas-lilladher-12781299.html
2024-07-31 10:52:00,Prabhudas Lilladher,Chalet Hotels,CHALET,Accumulate,828.1,887,890.0,48,9.920069397112579,10.291839643100557,https://www.moneycontrol.com/news/business/stocks/accumulate-chalet-hotels-target-of-rs-887-prabhudas-lilladher-12781302.html
2024-07-31 10:54:00,Prabhudas Lilladher,Cipla,CIPLA,Accumulate,1500.05,1680,1595.75,71,13.444526976838404,7.755419001958262,https://www.moneycontrol.com/news/business/stocks/accumulate-cipla-target-of-rs-1680-prabhudas-lilladher-12781307.html
2024-07-31 10:54:00,Prabhudas Lilladher,Dr. Reddy's Laboratories,RDY,Reduce,,6000,,,,,https://www.moneycontrol.com/news/business/stocks/reduce-dr-reddys-laboratories-target-of-rs-6000-prabhudas-lilladher-12781315.html
2024-07-31 10:55:00,Prabhudas Lilladher,Indraprastha Gas,IGL,Sell,535.0,374,540.55,Not reached yet.,22.50310816411107,-12.007874015748017,https://www.moneycontrol.com/news/business/stocks/sell-indraprastha-gas-target-of-rs-374-prabhudas-lilladher-12781317.html
2024-07-31 10:56:00,Prabhudas Lilladher,Mahanagar Gas,MGL,Sell,1752.45,1492,1834.0,Not reached yet.,0.7582812292137882,-21.990155647199675,https://www.moneycontrol.com/news/business/stocks/sell-mahanagar-gas-target-of-rs-1492-prabhudas-lilladher-12781320.html
2024-07-31 10:58:00,Prabhudas Lilladher,ICICI Bank,IBN,Buy,,1520,,,,,https://www.moneycontrol.com/news/business/earnings/buy-icici-bank-target-of-rs-1520-prabhudas-lilladher-12781328.html
2024-07-31 10:58:00,Prabhudas Lilladher,Praj Industries,PRAJIND,Buy,709.85,804,772.4,Not reached yet.,18.45303867403315,13.797421731123386,https://www.moneycontrol.com/news/business/stocks/buy-praj-industries-target-of-rs-804-prabhudas-lilladher-12781324.html
2024-07-31 10:59:00,Prabhudas Lilladher,IndusInd Bank,INDUSINDBK,Buy,1379.1,1750,1347.6,Not reached yet.,16.453169189818666,-10.324405257028786,https://www.moneycontrol.com/news/business/stocks/buy-indusind-bank-target-of-rs-1750-prabhudas-lilladher-12781332.html
2024-07-31 12:10:00,Motilal Oswal,Colgate,CL,Neutral,,3150,6410.55,39,25.563092217677212,65.96463521980014,https://www.moneycontrol.com/news/business/neutral-colgate-target-of-rs-3150-motilal-oswal-12783101.html
2024-07-31 12:10:00,Motilal Oswal,Bharat Electronics,BEL,Buy,301.45,360,1501.05,Not reached yet.,16.47312426117795,4.377303386412631,https://www.moneycontrol.com/news/business/buy-bharat-electronics-target-of-rs-360-motilal-oswal-12783096.html
2024-07-31 12:10:00,Motilal Oswal,Indian Bank,SOUTHBANK,Buy,26.74,670,,,,,https://www.moneycontrol.com/news/business/buy-indian-bank-target-of-rs-670-motilal-oswal-12783098.html
2024-07-31 12:10:00,Motilal Oswal,Cholamandalam Investment and Finance Company,CHOLAFIN,Buy,1363.65,1675,285.9,Not reached yet.,18.226600985221676,-6.108374384236461,https://www.moneycontrol.com/news/business/buy-cholamandalam-investment-and-finance-company-target-of-rs-1675-motilal-oswal-12783097.html
2024-07-31 12:10:00,Motilal Oswal,MCX,MCX,Buy,4183.8,4850,23.86,Not reached yet.,2381.4814814814813,-11.629629629629632,https://www.moneycontrol.com/news/business/buy-mcx-target-of-rs-4850-motilal-oswal-12783100.html
2024-07-31 12:12:00,Motilal Oswal,Zen Technologies,ZENSARTECH,Buy,773.6,1820,694.95,Not reached yet.,144.9528936742934,-6.467025572005378,https://www.moneycontrol.com/news/business/buy-zen-technologies-target-of-rs-1820-motilal-oswal-12783099.html
2024-07-31 12:13:00,Sharekhan,The Ramco Cements,RAMCOCEM,Buy,800.85,1010,861.55,Not reached yet.,20.52505966587112,2.8102625298329302,https://www.moneycontrol.com/news/business/stocks/buy-the-ramco-cements-target-of-rs-1010-sharekhan-3-12781171.html
2024-07-31 12:27:00,Sharekhan,V-Guard Industries,VGUARD,Buy,460.2,528,440.1,Not reached yet.,22.46317986779544,2.0758436738954065,https://www.moneycontrol.com/news/business/stocks/buy-v-guard-industries-target-of-rs-528-sharekhan-12781124.html
2024-07-31 12:28:00,Sharekhan,Ashok Leyland,ASHOKLEY,Buy,232.43,285,227.86,Not reached yet.,17.69078295341923,-5.905186653452256,https://www.moneycontrol.com/news/business/stocks/buy-ashok-leyland-target-of-rs-285-sharekhan-12781118.html
2024-07-31 12:29:00,Sharekhan,IndusInd Bank,INDUSINDBK,Buy,1379.1,1750,1347.6,Not reached yet.,16.453169189818666,-10.324405257028786,https://www.moneycontrol.com/news/business/stocks/buy-indusind-bank-target-of-rs-1750-sharekhan-12781109.html
2024-07-31 12:30:00,Sharekhan,Punjab National Bank,PNB,Buy,117.72,140,104.91,Not reached yet.,17.4496644295302,-11.988255033557053,https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-140-sharekhan-3-12781100.html
2024-07-31 12:31:00,Sharekhan,ICICI Bank,IBN,Buy,,1450,,,,,https://www.moneycontrol.com/news/business/stocks/buy-icici-bank-target-of-rs-1450-sharekhan-12781087.html
2024-07-31 13:08:00,KR Choksey,Tatva Chintan Pharma Chem,TATVA,Hold,991.3,1021,1010.05,Call type not supported.,-6.940710021419139,-7.938750398760437,https://www.moneycontrol.com/news/business/stocks/hold-tatva-chintan-pharma-chem-target-of-rs-1021-kr-choksey-12783229.html
2024-07-31 13:09:00,Sharekhan,Amber Enterprises India,AMBER,Buy,4384.55,5010,5019.85,67,17.076590524040427,17.30677104632822,https://www.moneycontrol.com/news/business/buy-amber-enterprises-india-target-of-rs-5010-sharekhan-2-12783204.html
2024-07-31 13:09:00,Sharekhan,Transport Corporation of India,TCI,Buy,961.05,1200,1037.75,Not reached yet.,31.93337364630862,14.094882084547308,https://www.moneycontrol.com/news/business/buy-transport-corporation-of-india-target-of-rs-1200-sharekhan-2-12783207.html
2024-07-31 13:09:00,Sharekhan,NTPC,NTPC,Buy,392.15,460,422.5,Not reached yet.,21.96738698130718,12.024393477396268,https://www.moneycontrol.com/news/business/buy-ntpc-target-of-rs-460-sharekhan-12783209.html
2024-07-31 13:09:00,Sharekhan,Tata Consumer Products,TATACONSUM,Buy,1223.6,1315,1113.1,Not reached yet.,21.131171702284462,2.5331613854089907,https://www.moneycontrol.com/news/business/buy-tata-consumer-products-target-of-rs-1315-sharekhan-3-12783214.html
2024-07-31 13:11:00,KR Choksey,The Ramco Cements,RAMCOCEM,Accumulate,800.85,866,861.55,65,3.341288782816229,2.8102625298329302,https://www.moneycontrol.com/news/business/stocks/accumulate-the-ramco-cements-target-of-rs-866-kr-choksey-12783225.html
2024-07-31 13:11:00,Sharekhan,Wonderla Holidays,WONDERLA,Buy,908.3,1010,903.05,Not reached yet.,10.95852787695688,-0.7909914858555392,https://www.moneycontrol.com/news/business/buy-wonderla-holidays-target-of-rs-1010-sharekhan-12783217.html
2024-07-31 13:12:00,ICICI Securities,Transport Corporation of India,TCI,Buy,961.05,1200,1037.75,Not reached yet.,31.93337364630862,14.094882084547308,https://www.moneycontrol.com/news/business/earnings/buy-transport-corporation-of-india-target-of-rs-1200-icici-securities-12783235.html
2024-07-31 13:15:00,KR Choksey,Ashok Leyland,ASHOKLEY,Accumulate,232.43,282,227.86,Not reached yet.,16.45193260654113,-5.905186653452256,https://www.moneycontrol.com/news/business/stocks/accumulate-ashok-leyland-target-of-rs-282-kr-choksey-12783221.html
2024-07-31 13:18:00,KR Choksey,Axis Bank,AXISBANK,Buy,1175.9,1345,1172.45,Not reached yet.,4.348500717638385,-9.03836456030102,https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1345-kr-choksey-2-12783196.html
2024-07-31 13:21:00,ICICI Securities,Tatva Chintan Pharma Chem,TATVA,Buy,991.3,1850,1010.05,Not reached yet.,68.61869388871165,-7.938750398760437,https://www.moneycontrol.com/news/business/earnings/buy-tatva-chintan-pharma-chem-target-of-rs-1850-icici-securities-12783236.html
2024-07-31 13:22:00,ICICI Securities,Jyothy Labs,JYOTHYLAB,Buy,547.7,640,527.25,Not reached yet.,55.20795440766339,27.864678064750812,https://www.moneycontrol.com/news/business/earnings/buy-jyothy-labs-target-of-rs-640-icici-securities-12783237.html
2024-07-31 13:24:00,KR Choksey,SBI Life Insurance Company,SBILIFE,Buy,1695.4,1985,1735.05,Not reached yet.,35.6383887389388,18.55888482695001,https://www.moneycontrol.com/news/business/stocks/buy-sbi-life-insurance-company-target-of-rs-1985-kr-choksey-12783191.html
2024-07-31 13:33:00,ICICI Securities,Federal Bank,FEDERALBNK,Buy,204.67,235,187.55,Not reached yet.,32.75336120212405,5.9484803976951754,https://www.moneycontrol.com/news/business/earnings/buy-federal-bank-target-of-rs-235-icici-securities-12783238.html
2024-07-31 13:38:00,ICICI Securities,Go Fashion India,GOCOLORS,Buy,1125.5,1300,1263.5,57,25.591730267607005,22.065500917785734,https://www.moneycontrol.com/news/business/earnings/buy-go-fashion-india-target-of-rs-1300-icici-securities-12783239.html
2024-07-31 13:44:00,ICICI Securities,Jindal Steel and Power,,Buy,,1240,,,,,https://www.moneycontrol.com/news/business/earnings/buy-jindal-steel-and-power-target-of-rs-1240-icici-securities-12783240.html
2024-07-31 14:12:00,Emkay Global Financial,Navin Fluorine,NAVINFLUOR,Reduce,3514.25,3400,3385.7,32,5.90839905908399,6.304137263041378,https://www.moneycontrol.com/news/business/stocks/reduce-navin-fluorine-target-of-rs-3400-emkay-global-financial-12783329.html
2024-07-31 14:39:00,Emkay Global Financial,Kalpataru Projects,KPIL,Buy,1320.3,1550,1320.05,Not reached yet.,31.056058171979362,11.61325779994926,https://www.moneycontrol.com/news/business/stocks/buy-kalpataru-projects-target-of-rs-1550-emkay-global-financial-12783338.html
2024-07-31 14:49:00,Emkay Global Financial,HPCL,,Buy,,475,,,,,https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-475-emkay-global-financial-12783367.html
2024-07-31 14:55:00,ICICI Securities,SBI Life Insurance Company,SBILIFE,Buy,1695.4,1978,1735.05,Not reached yet.,35.160066965048344,18.55888482695001,https://www.moneycontrol.com/news/business/earnings/buy-sbi-life-insurance-company-target-of-rs-1978-icici-securities-12783241.html
2024-07-31 14:58:00,ICICI Securities,DCB Bank,DCBBANK,Buy,127.15,160,117.32,Not reached yet.,16.279069767441865,-14.738372093023258,https://www.moneycontrol.com/news/business/earnings/buy-dcb-bank-target-of-rs-160-icici-securities-2-12783243.html
2024-07-31 15:04:00,ICICI Securities,Axis Bank,AXISBANK,Buy,1175.9,1430,1172.45,Not reached yet.,10.943015632879472,-9.03836456030102,https://www.moneycontrol.com/news/business/earnings/buy-axis-bank-target-of-rs-1430-icici-securities-12783242.html
2024-07-31 15:05:00,ICICI Securities,Ujjivan Small Finance Bank,UJJIVANSFB,Buy,43.9,60,40.15,Not reached yet.,37.04888076747373,-8.291457286432166,https://www.moneycontrol.com/news/business/earnings/buy-ujjivan-small-finance-bank-target-of-rs-60-icici-securities-12783244.html
2024-07-31 15:16:00,ICICI Securities,Aavas Financiers,AAVAS,Buy,1746.95,2050,1718.85,Not reached yet.,9.479305740987984,-8.20560747663552,https://www.moneycontrol.com/news/business/earnings/buy-aavas-financiers-target-of-rs-2050-icici-securities-12783245.html
2024-08-01 13:55:00,Prabhudas Lilladher,Crompton Greaves Consumer Electricals,CROMPTON,Accumulate,442.6,476,430.85,43,17.443868739205524,6.3039723661485345,https://www.moneycontrol.com/news/business/stocks/accumulate-crompton-greaves-consumer-electricals-target-of-rs-476-prabhudas-lilladher-12784410.html
2024-08-01 14:10:00,Prabhudas Lilladher,Indian Oil Corporation,IOC,Sell,176.55,151,163.15,Not reached yet.,8.832940892350418,1.4973132886554308,https://www.moneycontrol.com/news/business/stocks/sell-indian-oil-corporation-target-of-rs-151-prabhudas-lilladher-12784278.html
2024-08-01 14:11:00,Prabhudas Lilladher,Hindustan Petroleum Corporation,HINDPETRO,Sell,376.55,340,395.5,0,-2.3788015657934287,-19.090635350797942,https://www.moneycontrol.com/news/business/stocks/sell-hindustan-petroleum-corporation-target-of-rs-340-prabhudas-lilladher-12784285.html
2024-08-01 14:12:00,Prabhudas Lilladher,Laxmi Organic Industries,LXCHEM,Sell,271.7,206,278.4,Not reached yet.,17.810405362272576,-11.075646345355885,https://www.moneycontrol.com/news/business/stocks/sell-laxmi-organic-industries-target-of-rs-206-prabhudas-lilladher-2-12784291.html
2024-08-01 14:31:00,Prabhudas Lilladher,Maruti Suzuki,MARUTI,Buy,12663.7,15145,12776.65,Not reached yet.,25.853322087278798,6.172588157572176,https://www.moneycontrol.com/news/business/stocks/buy-maruti-suzuki-target-of-rs-15145-prabhudas-lilladher-12784308.html
2024-08-01 14:32:00,Sharekhan,Bank of Baroda,BANKBARODA,Buy,249.7,310,242.42,Not reached yet.,12.563543936092966,-11.975308641975307,https://www.moneycontrol.com/news/business/buy-bank-of-baroda-target-of-rs-310-sharekhan-12784395.html
2024-08-01 14:32:00,Motilal Oswal,Granules India,GRANULES,Buy,563.1,680,603.85,30,37.98701298701299,22.534496753246756,https://www.moneycontrol.com/news/business/buy-granules-india-target-of-rs-680-motilal-oswal-12784398.html
2024-08-01 14:32:00,Motilal Oswal,Ajanta Pharma,AJANTPHARM,Buy,2401.65,2935,3345.35,27,28.322840153899975,46.263990905911164,https://www.moneycontrol.com/news/business/buy-ajanta-pharma-target-of-rs-2935-motilal-oswal-12784397.html
2024-08-01 14:32:00,Sharekhan,Maruti Suzuki India,MARUTI,Buy,12663.7,14712,12776.65,Not reached yet.,22.255138629781822,6.172588157572176,https://www.moneycontrol.com/news/business/buy-maruti-suzuki-india-target-of-rs-14712-sharekhan-12784393.html
2024-08-01 14:32:00,Sharekhan,Indraprastha Gas,IGL,Buy,540.5,648,540.55,Not reached yet.,28.648004764740918,7.315862616636879,https://www.moneycontrol.com/news/business/buy-indraprastha-gas-target-of-rs-648-sharekhan-12784396.html
2024-08-01 14:32:00,Sharekhan,Mahindra and Mahindra,,Buy,,3431,,,,,https://www.moneycontrol.com/news/business/buy-mahindra-and-mahindra-target-of-rs-3431-sharekhan-12784394.html
2024-08-01 14:33:00,Geojit,CreditAccess Grameen,CREDITACC,Buy,1311.95,1565,3011.4,Not reached yet.,41.74608799447937,12.33004457541452,https://www.moneycontrol.com/news/business/buy-creditaccess-grameen-target-of-rs-1565-geojit-12784405.html
2024-08-01 14:33:00,Geojit,Sagar Cements,SAGCEM,Buy,238.3,299,592.35,Not reached yet.,183.82939552009822,-9.120895980362064,https://www.moneycontrol.com/news/business/buy-sagar-cements-target-of-rs-299-geojit-12784406.html
2024-08-01 14:33:00,Prabhudas Lilladher,Bank of Baroda,BANKBARODA,Buy,249.7,300,371.0,Not reached yet.,490.18694570280104,18.356409111210368,https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-300-prabhudas-lilladher-12784306.html
2024-08-01 14:33:00,Geojit,Axis Bank,AXISBANK,Buy,1177.35,1349,1113.1,Not reached yet.,25.74604765592965,1.4260330766777405,https://www.moneycontrol.com/news/business/buy-axis-bank-target-of-rs-1349-geojit-12784402.html
2024-08-01 14:33:00,Motilal Oswal,Tata Consumer Products,TATACONSUM,Buy,1213.65,1380,1172.45,Not reached yet.,6.619245208456827,-7.3345188697885755,https://www.moneycontrol.com/news/business/buy-tata-consumer-products-target-of-rs-1380-motilal-oswal-12784403.html
2024-08-01 14:33:00,Motilal Oswal,Sapphire Foods,SAPPHIRE,Buy,1555.8,1850,242.42,Not reached yet.,8.932461873638353,-11.975308641975307,https://www.moneycontrol.com/news/business/buy-sapphire-foods-target-of-rs-1850-motilal-oswal-12784400.html
2024-08-01 14:33:00,Motilal Oswal,Varun Beverages,VBL,Buy,1676.65,1850,227.43,Not reached yet.,19.275570448380403,-9.27477261847774,https://www.moneycontrol.com/news/business/buy-varun-beverages-target-of-rs-1850-motilal-oswal-12784404.html
2024-08-01 14:33:00,Motilal Oswal,IndiaMART,INDIAMART,Buy,3032.95,3800,1075.25,Not reached yet.,18.372286513879445,-18.671053626805833,https://www.moneycontrol.com/news/business/buy-indiamart-target-of-rs-3800-motilal-oswal-12784399.html
2024-08-01 14:34:00,Geojit,Tanla Platforms,TANLA,Buy,960.95,1198,858.1,Not reached yet.,27.23024638912489,-8.8678844519966,https://www.moneycontrol.com/news/business/buy-tanla-platforms-target-of-rs-1198-geojit-12784407.html
2024-08-01 14:35:00,Prabhudas Lilladher,R R Kabel,RRKABEL,Buy,1756.3,2066,1718.85,Not reached yet.,18.708342909675928,-1.2382210985980338,https://www.moneycontrol.com/news/business/stocks/buy-r-r-kabel-target-of-rs-2066-prabhudas-lilladher-12784304.html
